"Player_initial_last";"tournament id";"pos";"strokes";"n_rounds";"made_cut";"sg_ott";"sg_app";"sg_arg";"sg_putt";"sg_total"
"R. Barnes";401353235;"NA";212;3;1;-0.11;-0.36;1.41;0.35;0.48
"R. Garrigus";401353235;"16";277;4;1;-0.92;1.54;0.66;-1.07;1.93
"R. Knox";401353235;"33";280;4;1;-0.07;2.16;0.11;-1.49;1.18
"R. Moore";401353235;"42";281;4;1;-0.16;1.18;-0.07;-1.07;0.54
"R. Palmer";401353235;"NA";221;3;1;0.65;1.92;-0.27;-1.21;-3.16
"R. Werenski";401353235;"NA";218;3;1;-1.29;1.48;0.03;0.08;-1.52
"S. Bae";401353235;"NA";217;3;1;-0.74;1.8;-0.26;-2.5;-1.18
"S. Brown";401353235;"NA";214;3;1;0.9;-0.06;1.51;-2.59;-0.31
"S. Cink";401353235;"NA";214;3;1;-0.11;-1.18;-0.69;0.74;-0.31
"S. Gutschewski";401353235;"NA";210;3;1;-1.66;-0.17;-0.38;-0.49;1.15
"S. Jaeger";401353235;"NA";218;3;1;-2.52;-0.57;0.21;0.66;-1.64
"S. Kang";401353235;"42";281;4;1;0.16;-1.12;-0.96;1.39;1.02
"S. Kodaira";401353235;"33";280;4;1;0.23;-1.69;0.67;1.26;1.27
"S. Noh";401353235;"42";281;4;1;-0.23;-0.19;-0.63;0.03;1.02
"S. O'Hair";401353235;"16";277;4;1;-0.61;0.57;0.83;0.91;1.93
"S. Piercy";401353235;"NA";222;3;1;0.99;-2.66;1.41;-0.97;-2.97
"S. Power";401353235;"9";274;4;1;0.0;1.61;-0.58;1.95;2.77
"S. Reeves";401353235;"33";280;4;1;1.34;-0.94;-1.06;1.13;1.27
"S. Stallings";401353235;"NA";212;3;1;1.11;-0.45;0.94;2.18;0.36
"S. Theegala";401353235;"NA";137;2;0;-0.94;-0.74;-0.6;-1.62;0.17
"T. Duncan";401353235;"49";282;4;1;-0.23;0.88;-0.03;-0.15;0.78
"T. Gainey";401353235;"NA";225;3;1;-1.34;-1.55;-1.31;-3.04;-3.97
"T. Hoge";401353235;"1";268;4;1;0.48;2.0;0.6;2.63;4.18
"T. Lehman";401353235;"NA";223;3;1;-1.56;-2.22;0.49;-0.94;-3.31
"T. McCumber";401353235;"NA";220;3;1;-2.07;-2.93;-0.21;-1.49;-2.18
"T. Merritt";401353235;"4";272;4;1;0.38;2.23;-0.01;1.38;3.27
"T. Moore";401353235;"NA";277;4;1;0.46;0.16;0.75;1.34;1.93
"T. Mullinax";401353235;"28";279;4;1;0.25;0.87;-0.45;1.2;1.04
"T. Pendrith";401353235;"49";282;4;1;1.13;0.47;0.7;-3.09;0.68
"V. Taylor";401353235;"28";279;4;1;0.55;-0.94;0.96;-0.6;1.52
"V. Whaley";401353235;"NA";213;3;1;-0.73;-0.88;0.34;-0.96;0.03
"W. Clark";401353235;"NA";139;2;0;-0.88;1.97;-0.71;-2.29;0.17
"A. Cook";401353234;"NA";142;2;0;-0.05;-0.55;1.2;2.65;0.17
"A. Eckroat";401353234;"NA";143;2;0;1.32;1.18;-0.1;-1.15;-0.33
"A. Hadwin";401353234;"NA";148;2;0;-0.93;1.02;-0.1;-1.75;-2.83
"A. Lahiri";401353234;"46";283;4;1;-0.56;0.46;1.26;0.38;0.69
"A. Long";401353234;"65";287;4;1;-0.44;-0.91;0.23;0.52;-0.6
"A. Noren";401353234;"39";282;4;1;-0.27;0.39;0.63;0.3;0.65
"A. Rai";401353234;"6";275;4;1;0.92;0.64;0.53;0.79;2.69
"A. Schenk";401353234;"56";284;4;1;-0.3;-1.73;-0.67;0.76;0.15
"A. Smalley";401353234;"56";284;4;1;0.37;-0.02;-0.48;-1.81;0.15
"A. Svensson";401353234;"79";298;4;1;-0.32;-0.95;-1.54;-1.46;-3.35
"A. Wise";401353234;"NA";142;2;0;-1.05;-0.59;-0.99;0.86;0.17
"B. Burgoon";401353234;"74";290;4;1;-0.8;0.18;-0.19;-0.32;-1.06
"B. Garnett";401353234;"NA";143;2;0;-0.66;1.27;0.5;-0.33;-0.89
"B. Haas";401353234;"39";282;4;1;0.05;-0.52;0.14;0.88;0.94
"B. Hagy";401353234;"NA";142;2;0;-0.74;0.56;-0.11;1.54;0.17
"B. Horschel";401353234;"11";276;4;1;-0.11;-0.97;0.54;1.76;2.44
"B. Hossler";401353234;"NA";142;2;0;0.19;-0.35;0.16;-0.21;-0.39
"B. Koepka";401353234;"NA";144;2;0;-0.88;-1.29;-1.02;2.43;-0.83
"B. Snedeker";401353234;"NA";144;2;0;-0.17;0.49;-1.26;0.19;-0.83
"B. Stuard";401353234;"NA";145;2;0;-0.8;-2.22;0.97;-0.71;-1.33
"B. Wu";401353234;"NA";146;2;0;-0.07;-2.44;-1.23;0.98;-1.83
"C. Bezuidenhout";401353234;"46";283;4;1;0.27;1.15;0.06;-0.6;0.69
"C. Champ";401353234;"46";283;4;1;1.07;0.27;-0.87;-1.08;0.4
"C. Conners";401353234;"NA";143;2;0;0.19;0.44;1.69;-4.54;-0.89
"C. Davis";401353234;"56";284;4;1;-0.27;0.2;-0.17;0.44;0.43
"C. Hadley";401353234;"NA";148;2;0;-0.5;-2.51;-1.7;-1.05;-2.83
"C. Ortiz";401353234;"70";289;4;1;-0.12;-0.56;-1.08;0.49;-1.1
"C. Pan";401353234;"78";295;4;1;-0.41;-1.67;0.85;-2.57;-2.31
"C. Reavie";401353234;"70";289;4;1;-1.0;0.23;-0.15;-0.02;-1.1
"C. Thompson";401353234;"67";288;4;1;0.63;-0.39;-0.33;-0.37;-0.56
"C. Tringale";401353234;"3";274;4;1;-0.13;0.54;1.27;0.71;2.65
"C. Villegas";401353234;"67";288;4;1;-0.2;0.59;-0.22;-0.63;-0.56
"C. Young";401353234;"20";278;4;1;1.16;1.12;0.35;-0.76;1.94
"D. Berger";401353234;"20";278;4;1;0.32;0.41;0.22;0.92;1.94
"D. Frittelli";401353234;"NA";148;2;0;-3.62;-2.26;-1.51;-0.37;-2.83
"D. Ghim";401353234;"34";281;4;1;0.04;-0.32;0.23;0.6;1.19
"D. Johnson";401353234;"25";279;4;1;1.09;1.26;0.43;-0.72;1.4
"D. Lee";401353234;"NA";143;2;0;0.08;-3.52;-0.58;0.8;-0.89
"D. Lipsky";401353234;"56";284;4;1;0.23;0.26;0.14;-0.42;0.43
"D. Redman";401353234;"25";279;4;1;-0.2;1.26;-0.56;-0.44;1.4
"D. Riley";401353234;"NA";147;2;0;1.1;-2.34;-1.15;-1.37;-2.33
"D. Wu";401353234;"NA";145;2;0;0.15;-2.01;-0.82;0.93;-1.33
"E. Grillo";401353234;"NA";144;2;0;0.82;2.15;0.44;-3.17;-0.83
"F. Molinari";401353234;"62";285;4;1;-0.25;-0.52;-0.86;0.85;0.18
"G. Sigg";401353234;"34";281;4;1;0.1;0.87;0.31;-0.22;0.9
"G. Woodland";401353234;"39";282;4;1;-0.37;0.92;-1.01;1.19;0.65
"H. Buckley";401353234;"NA";143;2;0;0.41;1.21;0.48;-0.31;-0.89
"H. Higgs";401353234;"NA";150;2;0;-0.34;-1.86;0.81;0.17;-4.39
"H. Lebioda";401353234;"46";283;4;1;-0.34;0.98;-0.41;-0.18;0.4
"H. Matsuyama";401353234;"30";280;4;1;0.66;0.76;0.44;-0.79;1.15
"H. Norlander";401353234;"NA";143;2;0;-0.37;0.39;-0.79;-0.45;-0.89
"H. Swafford";401353234;"NA";145;2;0;0.76;-0.75;0.11;-1.87;-1.33
"J. Blixt";401353234;"NA";143;2;0;-1.36;0.42;-0.89;2.07;-0.33
"J. Bramlett";401353234;"67";288;4;1;1.28;-1.29;-1.75;-0.18;-0.85
"J. Byrd";401353234;"NA";142;2;0;-2.42;1.84;-0.42;1.25;0.17
"J. Dahmen";401353234;"NA";146;2;0;0.86;0.13;-0.94;-1.27;-2.39
"J. Day";401353234;"3";274;4;1;0.38;0.41;0.3;1.31;2.65
"J. Dufner";401353234;"NA";143;2;0;-0.63;1.32;1.09;1.45;-0.33
"J. Hahn";401353234;"NA";142;2;0;-0.34;2.0;1.24;0.35;0.17
"J. Herman";401353234;"NA";142;2;0;1.01;0.31;-0.27;0.73;-0.39
"J. Knous";401353234;"NA";143;2;0;-0.17;-0.83;2.03;1.22;-0.33
"J. Niemann";401353234;"6";275;4;1;1.15;1.23;0.14;0.53;2.4
"J. Poston";401353234;"NA";146;2;0;0.61;-0.8;-0.87;-1.16;-2.39
"J. Rahm";401353234;"3";274;4;1;1.25;1.01;-0.88;1.02;2.65
"J. Rose";401353234;"6";275;4;1;-0.03;1.81;0.46;0.64;2.69
"J. Spaun";401353234;"34";281;4;1;0.1;0.5;-0.24;0.03;0.9
"J. Spieth";401353234;"NA";148;2;0;-0.82;-0.85;-0.83;-2.25;-2.83
"J. Thomas";401353234;"20";278;4;1;-0.3;0.81;-0.54;0.43;1.65
"J. Vegas";401353234;"39";282;4;1;0.89;0.77;-1.09;0.48;0.65
"J. Walker";401353234;"46";283;4;1;-0.04;-0.77;1.02;0.67;0.69
"K. Bradley";401353234;"65";287;4;1;0.49;1.11;-0.5;-1.38;-0.6
"K. Chappell";401353234;"46";283;4;1;-0.17;1.07;-0.22;-0.29;0.4
"K. Johnson";401353234;"NA";157;2;0;-1.23;-3.86;-3.04;-3.63;-7.33
"K. Kitayama";401353234;"NA";143;2;0;0.66;1.14;0.07;-1.09;-0.89
"K. Mitchell";401353234;"NA";145;2;0;0.04;-0.71;0.19;-0.73;-1.89
"K. Stanley";401353234;"NA";147;2;0;0.49;-3.95;0.48;-4.23;-2.89
"K. Streelman";401353234;"39";282;4;1;0.32;1.04;0.47;-0.1;0.65
"K. Tway";401353234;"46";283;4;1;0.59;-1.34;-0.17;0.46;0.69
"L. Griffin";401353234;"30";280;4;1;-0.05;1.16;0.21;0.08;1.15
"L. Hodges";401353234;"NA";146;2;0;-1.11;-0.57;1.47;-3.0;-2.39
"L. List";401353234;"1";273;4;1;0.43;1.82;0.24;1.24;2.9
"M. Gligic";401353234;"77";293;4;1;-0.4;-1.6;-1.02;-0.09;-1.81
"M. Homa";401353234;"NA";142;2;0;-0.94;0.7;-1.74;1.22;0.17
"M. Hubbard";401353234;"NA";142;2;0;-0.36;0.91;0.82;-1.12;0.17
"M. Hughes";401353234;"NA";142;2;0;-0.87;0.59;0.1;1.42;0.17
"M. Jones";401353234;"NA";144;2;0;0.48;-0.98;0.54;0.2;-0.83
"M. Laird";401353234;"46";283;4;1;-0.14;0.84;-0.14;-0.35;0.69
"M. Leishman";401353234;"16";277;4;1;0.5;0.7;0.92;-0.06;1.9
"M. McNealy";401353234;"30";280;4;1;0.06;-0.22;0.33;1.04;1.44
"M. NeSmith";401353234;"34";281;4;1;-0.05;-0.06;0.19;1.13;1.19
"M. Pereira";401353234;"25";279;4;1;0.01;1.22;-0.05;0.88;1.4
"M. Thompson";401353234;"11";276;4;1;-0.2;0.65;1.73;-0.63;2.44
"M. Trainer";401353234;"NA";145;2;0;0.11;-2.02;0.73;-3.05;-1.89
"M. Wolff";401353234;"64";286;4;1;0.2;-0.29;-0.73;0.89;-0.35
"N. Hardy";401353234;"NA";144;2;0;0.92;-2.21;-1.44;-1.03;-0.83
"N. Taylor";401353234;"30";280;4;1;-0.22;0.61;-0.08;0.09;1.15
"N. Watney";401353234;"NA";148;2;0;-1.33;2.69;-0.22;-1.9;-2.83
"P. Barjon";401353234;"NA";151;2;0;1.3;-0.62;0.57;-2.01;-4.33
"P. Kizzire";401353234;"NA";142;2;0;0.53;-1.5;0.95;1.26;0.17
"P. Malnati";401353234;"25";279;4;1;-0.28;0.1;0.36;0.87;1.4
"P. Mickelson";401353234;"NA";147;2;0;-0.4;-1.97;-0.43;-0.42;-2.89
"P. Perez";401353234;"6";275;4;1;-0.53;1.75;0.21;1.63;2.4
"P. Reed";401353234;"46";283;4;1;-1.09;-0.57;1.6;-0.21;0.4
"P. Rodgers";401353234;"62";285;4;1;-0.31;-0.74;1.42;0.51;0.18
"P. Uihlein";401353234;"NA";143;2;0;-0.8;0.67;0.88;0.49;-0.33
"R. Fowler";401353234;"NA";142;2;0;-1.06;1.93;-2.32;-1.3;0.17
"R. Palmer";401353234;"16";277;4;1;0.89;0.83;0.59;-0.1;2.19
"R. Sabbatini";401353234;"70";289;4;1;-0.78;-1.49;-0.55;1.22;-1.1
"R. Streb";401353234;"56";284;4;1;0.17;0.48;0.48;-1.25;0.43
"R. Werenski";401353234;"NA";149;2;0;-0.54;-2.11;-0.34;-1.22;-3.89
"S. Burns";401353234;"NA";143;2;0;1.26;-3.53;0.11;-0.59;-0.33
"S. Gutschewski";401353234;"NA";143;2;0;0.77;-1.6;2.3;-0.22;-0.33
"S. Im";401353234;"6";275;4;1;1.14;-0.28;1.52;1.5;2.69
"S. Jaeger";401353234;"NA";142;2;0;-0.68;-0.74;-0.32;-2.01;0.17
"S. Kang";401353234;"NA";145;2;0;-0.3;-0.25;1.47;-2.15;-1.89
"S. Kim";401353234;"11";276;4;1;0.42;0.3;0.22;0.46;2.15
"S. Munoz";401353234;"39";282;4;1;-0.39;0.18;0.66;-0.73;0.65
"S. Noh";401353234;"74";290;4;1;-0.89;-0.61;0.45;-0.88;-1.35
"S. Piercy";401353234;"76";292;4;1;-1.96;-2.25;-1.16;2.1;-1.85
"S. Reeves";401353234;"NA";145;2;0;2.22;-1.61;-0.68;-2.69;-1.33
"S. Ryder";401353234;"NA";147;2;0;-0.21;-2.82;-2.58;-1.6;-2.89
"S. Scheffler";401353234;"20";278;4;1;0.01;1.91;0.05;-0.25;1.65
"S. Stallings";401353234;"46";283;4;1;0.34;-0.6;1.23;-0.09;0.69
"S. Straka";401353234;"16";277;4;1;0.38;0.18;1.38;-0.22;1.9
"S. Theegala";401353234;"25";279;4;1;-0.02;1.26;-0.24;0.55;1.69
"T. Finau";401353234;"NA";144;2;0;-0.3;0.51;-0.88;-3.09;-0.83
"T. Gooch";401353234;"20";278;4;1;-0.26;0.34;1.69;-0.37;1.65
"T. Hoge";401353234;"NA";143;2;0;0.51;-0.47;-0.21;-0.59;-0.33
"T. McCumber";401353234;"NA";147;2;0;-0.66;-0.39;-0.42;-2.76;-2.89
"T. Moore";401353234;"NA";142;2;0;0.24;-1.03;-0.57;-0.85;-0.39
"T. Mullinax";401353234;"NA";146;2;0;0.96;-1.15;-0.35;-2.22;-1.83
"T. Pendrith";401353234;"16";277;4;1;0.57;1.14;-0.24;0.74;2.19
"V. Whaley";401353234;"NA";143;2;0;-0.64;-1.7;-1.76;-0.12;-0.89
"W. Clark";401353234;"56";284;4;1;0.93;-0.82;-0.96;2.23;0.15
"W. Zalatoris";401353234;"2";273;4;1;0.95;2.64;0.56;-0.42;2.9
"X. Schauffele";401353234;"34";281;4;1;0.63;-0.38;0.24;0.73;1.19
"A. Ancer";401353233;"40";278;4;1;0.76;0.26;-0.23;-0.99;0.74
"A. Cook";401353233;"NA";216;3;1;-2.71;-2.71;-0.21;-1.09;-0.87
"A. Hadwin";401353233;"25";276;4;1;0.79;0.61;-0.19;1.39;0.81
"A. Lahiri";401353233;"66";283;4;1;0.84;-2.85;-0.47;-0.42;-0.94
"A. Landry";401353233;"NA";219;3;1;-0.17;-3.18;-0.31;1.94;-1.87
"A. Long";401353233;"NA";211;3;1;-0.2;-0.85;-0.2;-0.46;-0.89
"A. Noren";401353233;"NA";211;3;1;-1.92;0.07;-1.12;-0.74;-0.89
"A. Putnam";401353233;"14";274;4;1;-0.43;1.94;0.96;0.83;1.74
"A. Rai";401353233;"59";281;4;1;0.77;-3.02;-1.0;0.35;-0.43
"A. Schenk";401353233;"NA";212;3;1;0.99;0.67;-1.84;2.87;-0.65
"A. Smalley";401353233;"25";276;4;1;1.05;-0.25;-0.08;0.38;0.81
"A. Svensson";401353233;"49";279;4;1;-0.71;1.19;-1.0;-0.39;0.07
"B. Burgoon";401353233;"49";279;4;1;-0.41;0.03;-0.06;0.74;0.49
"B. Garnett";401353233;"70";285;4;1;-0.3;-2.81;-0.55;-0.04;-1.01
"B. Gay";401353233;"NA";213;3;1;0.28;-1.7;0.03;-1.34;0.13
"B. Haas";401353233;"NA";212;3;1;-0.6;0.07;0.47;-0.66;-1.22
"B. Hagy";401353233;"NA";215;3;1;1.4;1.82;-0.38;-1.57;-0.54
"B. Harman";401353233;"3";268;4;1;-0.01;2.28;-0.36;1.39;3.24
"B. Snedeker";401353233;"14";274;4;1;1.24;-0.8;-0.43;0.58;1.31
"B. Steele";401353233;"NA";217;3;1;0.77;-1.89;-1.14;-1.04;-2.32
"B. Stuard";401353233;"NA";211;3;1;-0.14;-2.12;-0.04;0.0;-0.32
"B. Todd";401353233;"NA";212;3;1;-0.54;2.1;0.12;-1.41;0.46
"B. Wu";401353233;"NA";211;3;1;-0.9;2.56;-0.34;-0.05;0.8
"C. Bezuidenhout";401353233;"40";278;4;1;-0.08;0.62;-0.83;0.89;0.32
"C. Champ";401353233;"NA";212;3;1;2.03;-0.6;-0.35;-0.79;-1.22
"C. Conners";401353233;"NA";213;3;1;0.32;1.98;0.34;1.05;-0.99
"C. Hadley";401353233;"NA";214;3;1;1.92;-0.88;0.01;0.23;-0.2
"C. Howell III";401353233;"25";276;4;1;-0.28;1.0;1.3;-0.93;2.08
"C. Kim";401353233;"NA";210;3;1;0.35;0.99;0.33;-0.39;-0.55
"C. Kirk";401353233;"NA";212;3;1;1.1;-0.19;1.09;-1.31;-0.65
"C. Ortiz";401353233;"NA";215;3;1;0.34;-2.89;0.09;-0.25;-2.22
"C. Pan";401353233;"NA";210;3;1;0.85;-1.9;0.76;-1.02;0.01
"C. Reavie";401353233;"NA";211;3;1;-1.91;0.91;-0.29;-0.42;-0.89
"C. Stroud";401353233;"NA";212;3;1;-0.29;2.9;-1.07;0.74;0.46
"C. Thompson";401353233;"NA";211;3;1;0.17;-0.08;0.98;-0.38;-0.32
"C. Tringale";401353233;"NA";210;3;1;-0.67;0.68;0.95;-1.68;-0.55
"C. Villegas";401353233;"33";277;4;1;0.24;0.74;1.71;-1.38;0.99
"C. Young";401353233;"40";278;4;1;-1.11;-0.78;-0.54;0.03;0.32
"D. Frittelli";401353233;"NA";212;3;1;-0.49;2.08;-2.4;0.5;-0.65
"D. Ghim";401353233;"59";281;4;1;-1.23;1.16;1.64;-1.77;-0.01
"D. Lee";401353233;"NA";211;3;1;-0.85;-3.61;0.23;1.93;-0.32
"D. Lipsky";401353233;"14";274;4;1;-1.3;1.34;0.43;0.83;1.74
"D. Love III";401353233;"NA";224;3;1;-0.47;-4.13;1.24;-0.37;-3.54
"D. McCarthy";401353233;"6";269;4;1;-1.32;0.24;1.71;2.68;2.99
"D. Redman";401353233;"NA";210;3;1;0.52;-0.68;-0.53;3.37;0.01
"D. Riley";401353233;"59";281;4;1;-2.13;-0.05;0.79;-1.01;-0.43
"D. Wu";401353233;"NA";211;3;1;-0.63;-0.02;0.13;-1.79;-0.32
"E. Grillo";401353233;"63";282;4;1;0.76;0.4;-0.05;0.2;-0.26
"F. Molinari";401353233;"6";269;4;1;0.92;1.09;0.33;0.77;2.56
"G. Sigg";401353233;"25";276;4;1;0.16;0.18;0.27;0.69;1.24
"G. Woodland";401353233;"NA";212;3;1;0.47;-0.49;-0.15;-0.56;0.46
"H. Buckley";401353233;"NA";215;3;1;-0.45;-2.73;0.67;-1.79;-1.65
"H. Higgs";401353233;"40";278;4;1;-0.73;-1.02;0.41;-0.06;0.32
"H. Lebioda";401353233;"49";279;4;1;-0.12;-1.74;1.65;0.51;0.49
"H. Norlander";401353233;"63";282;4;1;-0.6;-0.41;-0.07;1.18;0.57
"H. Swafford";401353233;"1";265;4;1;-0.2;2.15;0.44;3.2;3.56
"H. Varner III";401353233;"22";275;4;1;0.03;0.03;0.68;-0.63;1.06
"J. Blixt";401353233;"NA";232;3;1;-0.89;1.99;-3.49;-0.34;-6.21
"J. Bramlett";401353233;"33";277;4;1;1.55;1.65;-1.06;-0.04;1.82
"J. Byrd";401353233;"NA";214;3;1;-0.58;-1.91;-0.47;1.25;-1.89
"J. Day";401353233;"49";279;4;1;-0.97;-0.95;0.77;-1.04;0.49
"J. Dufner";401353233;"40";278;4;1;-0.38;0.83;-0.69;1.33;1.57
"J. Hahn";401353233;"NA";212;3;1;1.05;2.35;-0.9;-1.23;0.46
"J. Herman";401353233;"NA";218;3;1;-0.37;-0.57;0.0;-1.78;-1.54
"J. Huh";401353233;"NA";212;3;1;-0.95;1.17;-1.31;0.79;-0.65
"J. Pak";401353233;"NA";214;3;1;0.25;-0.6;0.09;-1.45;-1.89
"J. Poston";401353233;"25";276;4;1;0.23;-0.39;0.67;0.79;1.24
"J. Rahm";401353233;"14";274;4;1;1.13;0.73;-0.73;0.47;1.31
"J. Rose";401353233;"33";277;4;1;-0.75;0.43;-0.87;0.49;0.99
"J. Spaun";401353233;"25";276;4;1;0.45;0.14;1.99;0.73;1.24
"J. Vegas";401353233;"NA";211;3;1;0.99;-0.6;-0.87;-1.83;-0.32
"J. Walker";401353233;"NA";218;3;1;-0.2;-1.07;-0.55;0.09;-1.54
"K. Chappell";401353233;"55";280;4;1;0.7;-1.23;0.54;-1.41;-0.18
"K. Hickok";401353233;"NA";212;3;1;1.17;0.31;-0.58;-1.63;0.46
"K. Kitayama";401353233;"NA";223;3;1;-1.84;-0.59;-0.01;-0.29;-3.21
"K. Kraft";401353233;"NA";214;3;1;0.18;-3.63;2.96;0.76;-0.2
"K. Lee";401353233;"63";282;4;1;-2.41;2.59;0.77;0.14;0.57
"K. Streelman";401353233;"NA";216;3;1;1.11;0.3;1.89;-2.01;-2.55
"K. Tway";401353233;"NA";212;3;1;0.19;1.2;-1.89;0.19;-0.65
"L. Donald";401353233;"NA";212;3;1;-1.22;-1.1;-0.09;-0.9;-0.65
"L. Glover";401353233;"33";277;4;1;0.01;0.94;-1.46;0.11;0.56
"L. Griffin";401353233;"3";268;4;1;0.45;1.42;0.69;1.75;3.24
"L. Hodges";401353233;"3";268;4;1;1.5;1.75;0.93;-0.57;2.81
"L. List";401353233;"22";275;4;1;0.72;0.21;0.4;-0.53;1.49
"M. Gligic";401353233;"55";280;4;1;0.36;1.9;-0.41;-1.54;0.24
"M. NeSmith";401353233;"NA";211;3;1;0.86;1.9;-0.46;-0.03;0.8
"M. Thompson";401353233;"NA";220;3;1;-0.28;-3.04;-2.1;-0.32;-2.21
"M. Trainer";401353233;"55";280;4;1;-0.01;-0.37;-0.17;1.14;1.07
"M. Wilson";401353233;"NA";218;3;1;-1.5;-1.86;-1.41;-1.94;-3.22
"M. Wolff";401353233;"NA";217;3;1;-1.71;-4.55;1.29;-1.75;-1.21
"N. Hardy";401353233;"67";284;4;1;0.85;0.45;-1.79;-0.92;0.07
"N. Lashley";401353233;"NA";222;3;1;-0.48;-5.15;-0.6;0.5;-2.87
"N. Taylor";401353233;"33";277;4;1;0.14;1.12;0.57;-0.03;0.99
"N. Watney";401353233;"NA";215;3;1;0.74;0.96;-2.65;-0.76;-2.22
"P. Barjon";401353233;"10";271;4;1;1.29;0.61;-0.49;0.19;2.06
"P. Cantlay";401353233;"9";270;4;1;0.93;-0.38;-0.05;0.1;2.31
"P. Kizzire";401353233;"22";275;4;1;0.47;2.82;0.5;-1.19;2.33
"P. Malnati";401353233;"NA";214;3;1;-0.33;-0.56;-0.03;2.61;-1.32
"P. Mickelson";401353233;"NA";223;3;1;-1.59;-0.91;0.57;0.23;-4.88
"P. Perez";401353233;"NA";210;3;1;-1.29;0.61;1.6;-1.63;-0.55
"P. Reed";401353233;"55";280;4;1;-0.47;-0.49;0.51;1.56;-0.18
"P. Rodgers";401353233;"40";278;4;1;-1.18;1.05;0.68;0.04;1.57
"P. Uihlein";401353233;"NA";213;3;1;-0.12;1.07;-0.67;-0.01;0.13
"R. Fowler";401353233;"NA";219;3;1;0.5;-1.02;0.05;-4.24;-3.55
"R. Henley";401353233;"14";274;4;1;0.8;1.76;0.08;-0.83;1.74
"R. Knox";401353233;"NA";211;3;1;-0.26;-0.99;0.22;-1.68;-0.89
"R. Moore";401353233;"NA";216;3;1;-0.37;0.32;0.98;-1.23;-1.99
"R. Sabbatini";401353233;"NA";218;3;1;-0.34;-4.28;0.21;1.7;-3.22
"R. Sloan";401353233;"14";274;4;1;0.76;-0.3;0.44;2.2;2.58
"R. Streb";401353233;"NA";210;3;1;-0.95;2.61;0.38;-0.77;1.13
"R. Werenski";401353233;"NA";217;3;1;1.25;-1.5;-1.54;2.48;-2.32
"S. Gutschewski";401353233;"NA";214;3;1;-1.36;2.2;-0.14;-3.01;-1.32
"S. Im";401353233;"11";272;4;1;1.41;1.71;1.21;-0.53;2.24
"S. Kang";401353233;"NA";219;3;1;0.16;0.62;-4.54;1.45;-2.99
"S. Kim";401353233;"11";272;4;1;0.36;0.19;0.06;1.99;1.81
"S. Munoz";401353233;"NA";220;3;1;0.33;-1.55;-0.71;-0.78;-3.88
"S. Noh";401353233;"67";284;4;1;-2.45;1.06;-0.01;0.99;0.07
"S. Piercy";401353233;"NA";210;3;1;0.35;1.76;0.31;-1.14;-0.55
"S. Power";401353233;"14";274;4;1;-0.17;-1.2;-0.1;0.27;1.74
"S. Reeves";401353233;"NA";222;3;1;-0.68;-0.54;-2.89;1.38;-2.87
"S. Ryder";401353233;"49";279;4;1;0.35;-1.51;2.86;0.39;1.32
"S. Scheffler";401353233;"25";276;4;1;-0.26;0.84;1.03;0.49;0.81
"S. Stallings";401353233;"NA";212;3;1;1.08;0.41;-1.36;-2.85;0.46
"S. Straka";401353233;"49";279;4;1;-0.26;0.41;-0.24;2.18;1.32
"S. Theegala";401353233;"33";277;4;1;0.03;-0.1;-1.06;0.23;0.56
"T. Duncan";401353233;"NA";211;3;1;0.75;-0.36;1.08;0.79;0.8
"T. Finau";401353233;"40";278;4;1;0.84;1.4;-0.5;0.86;0.32
"T. Gooch";401353233;"NA";211;3;1;-0.03;1.4;-3.38;-1.72;0.8
"T. Hoge";401353233;"2";267;4;1;0.63;0.66;2.34;-0.33;3.49
"T. McCumber";401353233;"NA";212;3;1;-0.97;-1.87;-0.89;0.0;0.46
"T. Merritt";401353233;"NA";212;3;1;1.04;-0.98;-1.52;-0.27;0.46
"T. Moore";401353233;"NA";284;4;1;-0.4;-2.84;0.55;-0.71;-1.19
"T. Mullinax";401353233;"59";281;4;1;0.96;-0.24;0.29;-1.91;-0.43
"T. Pendrith";401353233;"NA";210;3;1;-0.11;-0.77;0.92;-2.35;0.01
"V. Whaley";401353233;"40";278;4;1;-0.54;-0.58;0.36;-0.64;0.32
"W. Bryan";401353233;"NA";217;3;1;1.03;-0.16;-0.27;2.67;-1.21
"W. Clark";401353233;"13";273;4;1;0.34;0.94;-0.69;0.5;1.56
"W. Zalatoris";401353233;"6";269;4;1;0.78;1.83;0.24;-0.75;2.56
"Z. Johnson";401353233;"14";274;4;1;-0.74;0.74;0.37;-0.27;1.31
"A. Ancer";401353204;"NA";137;2;0;0.23;0.51;0.14;-1.25;-0.37
"A. Cook";401353204;"NA";139;2;0;0.07;-1.89;0.2;0.25;-1.37
"A. Long";401353204;"NA";137;2;0;-0.07;0.13;0.36;-0.79;-0.37
"A. Ogletree";401353204;"NA";136;2;0;0.5;-1.58;0.05;1.16;0.13
"A. Putnam";401353204;"27";268;4;1;0.05;0.09;0.32;0.46;0.92
"A. Rai";401353204;"NA";138;2;0;0.16;0.82;-0.73;-1.12;-0.87
"A. Schenk";401353204;"NA";140;2;0;-0.87;0.12;-0.21;-0.92;-1.87
"A. Smalley";401353204;"NA";138;2;0;-0.37;0.81;-0.6;-0.72;-0.87
"A. Svensson";401353204;"7";263;4;1;-0.42;1.53;0.11;0.95;2.17
"B. Gay";401353204;"NA";138;2;0;-0.34;-1.9;0.23;1.14;-0.87
